ID,casrn,dtxsid,name,countgen,PODgen,PODgen GSD2total,PODgen GSD2final,Prob. RfDgen [mg/kg-d],HDM10%gen [mg/kg-d],HDM10%gen GSD2,countrd,PODrd,PODrd GSD2total,PODrd GSD2final,Prob. RfDrd [mg/kg-d],HDM10%rd [mg/kg-d],HDM10%rd GSD2
3757,42613-21-8,DTXSID50195374,"Silicic acid, titanium salt",2,1.22E+03,7.92,7.97,1.33E+00,3.48E+02,9.93,,,,,,,
3758,426218-78-2,DTXSID70108981,"3-Cyclohexene-1-methanol, 3(or 4)-methyl-1-(2,2,3-trimethyl-3-cyclopenten-1-yl)-, acid-isomerized",,,,,,,,8,1.08E+02,3.37,11.77,3.05E-01,3.09E+01,14.20
3759,4265-16-1,DTXSID4047121,2-Benzofurancarboxaldehyde,2,4.78E+00,9.51,9.51,4.66E-03,1.37E+00,11.66,,,,,,,
3760,427-51-0,DTXSID5020366,Cyproterone acetate,4,1.07E+01,5.29,7.97,3.91E-02,3.08E+00,9.93,,,,,,,
3761,42757-55-1,DTXSID5044942,"1,1'-Sulfonylbis[3,5-dibromo-4-(2,3-dibromopropoxy)benzene]",,,,,,,,1,3.65E+01,13.94,13.94,2.76E-02,1.04E+01,16.63
3762,42774-15-2,DTXSID3068417,"1,3-Benzenedicarboxamide, N,N'-bis(2,2,6,6-tetramethyl-4-piperidinyl)-",1,8.60E+01,17.22,17.22,5.62E-02,2.46E+01,20.29,6,1.36E+02,3.57,11.77,3.84E-01,3.89E+01,14.20
3763,42844-93-9,DTXSID301014928,"(1,3-Dihydro-5,6-bis(((2-hydroxy-1-naphthyl)methylene)amino)-2H-benzimidazol-2-onato(2-)-N5,N6,O5,O6)nickel",,,,,,,,2,2.58E+02,6.22,11.77,2.19E-01,7.39E+01,14.20
3764,42874-03-3,DTXSID7024241,Oxyfluorfen,17,1.81E+00,2.09,7.97,1.98E-02,5.19E-01,9.93,13,1.26E+01,2.15,11.77,1.07E-01,3.61E+00,14.20
3765,42978-66-5,DTXSID7028015,Tripropylene glycol diacrylate,1,4.78E+01,17.22,17.22,3.12E-02,1.37E+01,20.29,1,1.93E+02,13.94,13.94,1.46E-01,5.54E+01,16.63
3766,43040-01-3,DTXSID00866108,"1,2,4-Trithiane, 3-methyl-",2,5.73E-02,7.80,7.97,6.26E-05,1.64E-02,9.93,,,,,,,
3767,43048-08-4,DTXSID20894827,"Octahydro-4,7-methano-1H-indenediyl)bis(methylene) bismethacrylate",,,,,,,,2,2.58E+02,6.29,11.77,2.19E-01,7.39E+01,14.20
3768,43054-45-1,DTXSID7057864,Clomiphene citrate (1:x),2,2.46E+01,6.79,7.97,2.68E-02,7.04E+00,9.93,,,,,,,
3769,4306-88-1,DTXSID4063404,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-nonyl-",1,1.27E+01,17.22,17.22,8.33E-03,3.65E+00,20.29,3,3.72E+01,5.18,11.77,3.15E-02,1.07E+01,14.20
3770,43100-47-6,NODTXSID_43100-47-6,"3-phenyl-5-(1,1,1-trifluoro-2-{6-hydroxy-5-phenyl-[1,1'-biphenyl]-3-yl}propan-2-yl)-[1,1'-biphenyl]-2-ol",,,,,,,,2,2.58E+02,6.14,11.77,2.19E-01,7.39E+01,14.20
3771,431-03-8,DTXSID6021583,"2,3-Butanedione",2,1.10E+01,9.01,9.01,1.11E-02,3.15E+00,11.10,3,2.81E+02,5.01,11.77,2.38E-01,8.05E+01,14.20
3772,43121-43-3,DTXSID3023897,Triadimefon,26,6.45E+00,1.75,7.97,7.04E-02,1.85E+00,9.93,18,5.24E+00,1.88,11.77,4.45E-02,1.50E+00,14.20
3773,4314-14-1,DTXSID5052098,C.I.Solvent Yellow 16,1,9.56E+00,17.22,17.22,6.25E-03,2.74E+00,20.29,,,,,,,
3774,43222-48-6,DTXSID6024048,Difenzoquat metilsulfate,10,1.63E+01,2.22,7.97,1.77E-01,4.66E+00,9.93,4,3.76E+01,4.51,11.77,1.06E-01,1.08E+01,14.20
3775,433733-92-7,NODTXSID_433733-92-7,"(2S,3S,3aR,9aS)-3-hydroxy-2-(hydroxymethyl)-7-methyl-2,3,3a,9a-tertryhydro-6H-furo[2  ,3  :4,5][1,3]oxazolo [3,2-a]pyrimidin-6-one",1,7.65E+01,17.22,17.22,5.00E-02,2.19E+01,20.29,3,2.13E+02,4.98,11.77,1.81E-01,6.10E+01,14.20
3776,4345-03-3,DTXSID2026151,d-alpha-Tocopheryl succinate,1,4.14E+01,17.22,17.22,2.70E-02,1.19E+01,20.29,,,,,,,
3777,436083-99-7,NODTXSID_436083-99-7,unnamed [436083-99-7],,,,,,,,2,6.45E+01,6.60,11.77,5.47E-02,1.85E+01,14.20
3778,4378-61-4,DTXSID8044674,C.I. Vat Orange 3,,,,,,,,8,2.25E+02,3.44,11.77,6.35E-01,6.44E+01,14.20
3779,438045-89-7,NODTXSID_438045-89-7,Steviol glycosides,1,1.82E+02,17.22,17.22,1.19E-01,5.21E+01,20.29,,,,,,,
3780,438056-69-0,DTXSID90458314,4-(4-aminophenyl)morpholin-3-one,1,3.06E+00,17.22,17.22,2.00E-03,8.76E-01,20.29,,,,,,,
3781,4382-43-8,NODTXSID_4382-43-8,Tocotrienols (mixed),2,2.64E+01,8.82,8.82,2.71E-02,7.57E+00,10.89,,,,,,,
3782,4390-04-9,DTXSID7052101,"2,2,4,4,6,8,8-Heptamethylnonane",1,1.91E+01,17.22,17.22,1.25E-02,5.48E+00,20.29,27,1.95E+02,1.64,11.77,1.66E+00,5.60E+01,14.20
3783,4394-85-8,DTXSID7044427,4-Morpholinecarboxaldehyde,3,6.95E+01,6.50,7.97,7.58E-02,1.99E+01,9.93,6,1.73E+02,3.45,11.77,4.88E-01,4.95E+01,14.20
3784,439680-76-9,NODTXSID_439680-76-9,1R-cis-Bifenthrin,4,1.52E+00,4.54,7.97,5.53E-03,4.36E-01,9.93,,,,,,,
3785,439680-77-0,NODTXSID_439680-77-0,1S-cis-Bifenthrin,4,1.16E+00,4.46,7.97,4.20E-03,3.31E-01,9.93,,,,,,,
3786,439687-69-1,DTXSID7047358,Nelivaptan,16,1.65E+01,2.32,7.97,1.80E-01,4.71E+00,9.93,18,1.96E+02,1.84,11.77,1.66E+00,5.61E+01,14.20
3787,4404-43-7,DTXSID0029264,C.I. Fluorescent brightening agent 28,18,8.58E+01,2.07,7.97,9.37E-01,2.46E+01,9.93,13,1.73E+02,1.96,11.77,1.46E+00,4.95E+01,14.20
3788,4418-26-2,DTXSID7026029,Sodium dehydroacetate,2,3.65E+01,10.55,10.55,3.33E-02,1.05E+01,12.84,12,2.28E+01,2.00,11.77,1.93E-01,6.53E+00,14.20
3789,4419-11-8,DTXSID3044675,"2,2'-Azobis[2,4-dimethylvaleronitrile]",,,,,,,,3,2.20E+01,4.82,11.77,1.87E-02,6.32E+00,14.20
3790,4424-06-0,DTXSID8025913,C.I. Pigment Orange 43,,,,,,,,2,2.58E+02,6.18,11.77,2.19E-01,7.39E+01,14.20
3791,4430-18-6,DTXSID6041717,C.I. Acid Violet 43,4,6.33E+01,5.22,7.97,2.30E-01,1.81E+01,9.93,12,2.88E+02,1.87,11.77,2.44E+00,8.26E+01,14.20
3792,4430-31-3,DTXSID7052105,Octahydro-2H-1-benzopyran-2-one,,,,,,,,7,4.52E+01,3.40,11.77,1.28E-01,1.30E+01,14.20
3793,4431-83-8,DTXSID20196131,"2,5,7,10-Tetraoxaundecane",1,1.29E+02,17.22,17.22,8.41E-02,3.68E+01,20.29,,,,,,,
3794,4432-31-9,DTXSID4063454,4-Morpholineethanesulfonic acid,,,,,,,,2,2.58E+02,5.69,11.77,2.19E-01,7.39E+01,14.20
3795,4433-79-8,DTXSID5029265,"4'-Chloro-2',5'-dimethoxyacetoacetanilide",2,2.42E+00,10.48,10.48,2.21E-03,6.93E-01,12.75,,,,,,,
3796,4435-53-4,DTXSID2052106,3-Methoxybutyl acetate,5,1.05E+02,4.50,7.97,3.82E-01,3.01E+01,9.93,8,2.58E+02,3.26,11.77,7.29E-01,7.39E+01,14.20
3797,4437-51-8,DTXSID3047681,"3,4-Hexanedione",1,3.25E+00,17.22,17.22,2.12E-03,9.31E-01,20.29,,,,,,,
3798,443-79-8,DTXSID2046882,DL-Isoleucine,2,2.67E+02,8.92,8.92,2.71E-01,7.65E+01,11.00,,,,,,,
3799,444065-11-6,NODTXSID_444065-11-6,"2-6-di-tert-butyl-4-methylcyclohexyl 5-{[bis(2-ethoxy-2-oxoethyl)carbamoyl]oxy}-2-(4-tert-butylphenyl)-6-cyano-1H-pyrrolo[1,2-b][1,2,4]triazole-7-carboxylate",1,7.65E+01,17.22,17.22,5.00E-02,2.19E+01,20.29,3,1.79E+02,4.88,11.77,1.52E-01,5.12E+01,14.20
3800,4443-26-9,DTXSID40196173,"1,3-Dihydro-1,3-dioxo-2H-isoindole-2-hexanoic acid",1,9.56E+00,17.22,17.22,6.25E-03,2.74E+00,20.29,10,1.49E+01,2.12,11.77,1.26E-01,4.26E+00,14.20
3801,444610-91-7,DTXSID6047315,PharmaGSID_47315,8,2.90E+01,3.88,7.97,1.05E-01,8.30E+00,9.93,,,,,,,
3802,444649-70-1,NODTXSID_444649-70-1,unnamed [444649-70-1],1,3.82E+01,17.22,17.22,2.50E-02,1.10E+01,20.29,2,2.58E+02,6.03,11.77,2.19E-01,7.39E+01,14.20
3803,445295-04-5,DTXSID6047282,CP-671305,20,1.03E+01,2.41,7.97,1.12E-01,2.95E+00,9.93,8,1.13E+02,3.55,11.77,3.20E-01,3.25E+01,14.20
3804,445409-27-8,NODTXSID_445409-27-8,"Amides, coco, N, N-bis(hydroxyethyl), reaction products with coco monoglycerides and molybdenum oxide",2,2.87E+01,8.61,8.61,2.98E-02,8.22E+00,10.65,,,,,,,
3805,4454-16-4,DTXSID40890588,Nickel bis(2-ethylhexanoate),24,3.13E+01,1.77,7.97,3.42E-01,8.98E+00,9.93,9,1.78E+01,3.32,11.77,5.02E-02,5.09E+00,14.20
3806,4457-71-0,DTXSID1063483,"3-Methyl-1,5-pentanediol",2,5.73E+01,9.10,9.10,5.76E-02,1.64E+01,11.20,4,1.91E+02,4.26,11.77,5.39E-01,5.47E+01,14.20
3807,4461-52-3,DTXSID4027571,Methoxymethanol,4,6.62E+00,5.66,7.97,2.41E-02,1.90E+00,9.93,3,1.55E+01,4.82,11.77,1.31E-02,4.43E+00,14.20
3808,4466-14-2,DTXSID5042081,Jasmolin I,2,2.63E+00,6.35,7.97,2.87E-03,7.53E-01,9.93,,,,,,,
3809,446-72-0,DTXSID5022308,Genistein,2,5.52E+00,7.27,7.97,6.02E-03,1.58E+00,9.93,4,1.05E+02,4.39,11.77,2.98E-01,3.02E+01,14.20
3810,4468-02-4,DTXSID20894125,Zinc gluconate,,,,,,,,1,3.87E+00,13.94,13.94,2.93E-03,1.11E+00,16.63
3811,4485-12-5,DTXSID2029666,Lithium octadecanoate,5,7.72E+01,3.85,7.97,2.81E-01,2.21E+01,9.93,,,,,,,
3812,4488-57-7,DTXSID70884076,"3a,4,5,6,7,7a-Hexahydro-4,7-methano-1H-indene",1,3.82E+00,17.22,17.22,2.50E-03,1.10E+00,20.29,1,5.16E+00,13.94,13.94,3.90E-03,1.48E+00,16.63
3813,44914-03-6,DTXSID8029367,"2-Propenoic acid, 2-methylbutyl ester",2,1.42E+01,9.98,9.98,1.35E-02,4.08E+00,12.20,,,,,,,
3814,44992-01-0,DTXSID2028016,2-(Dimethylamino)ethyl acrylate methochloride,9,1.94E+02,3.63,7.97,7.06E-01,5.56E+01,9.93,4,2.58E+02,4.11,11.77,7.29E-01,7.39E+01,14.20
3815,4499-91-6,DTXSID7029667,Lithium docosanoate,1,3.82E+02,17.22,17.22,2.50E-01,1.10E+02,20.29,,,,,,,
3816,4500-29-2,DTXSID5063499,"Ethanol, 2,2'-(cyclohexylimino)bis-",2,9.25E+00,8.49,8.49,9.71E-03,2.65E+00,10.51,4,1.93E+01,4.13,11.77,5.47E-02,5.54E+00,14.20
3817,4501-58-0,DTXSID3044756,"[(1R)-2,2,3-Trimethylcyclopent-3-en-1-yl]acetaldehyde",2,2.29E+00,8.87,8.87,2.34E-03,6.57E-01,10.95,,,,,,,
3818,45021-77-0,DTXSID20885891,(3-Acrylamidopropyl)trimethylammonium chloride,7,1.95E+02,4.08,7.97,7.08E-01,5.58E+01,9.93,4,2.58E+02,4.10,11.77,7.29E-01,7.39E+01,14.20
3819,4511-42-6,DTXSID5049655,L-Dilactide,5,2.24E+01,4.63,7.97,8.16E-02,6.43E+00,9.93,,,,,,,
3820,45187-15-3,DTXSID60873015,Perfluorobutanesulfonate,2,7.23E+00,6.01,7.97,7.89E-03,2.07E+00,9.93,,,,,,,
3821,4530-21-6,DTXSID50891864,Enniatin A1,1,2.87E-02,17.22,17.22,1.88E-05,8.23E-03,20.29,,,,,,,
3822,4531-49-1,DTXSID60863411,"Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(2-methoxyphenyl)-3-oxo-",26,3.54E+02,1.74,7.97,3.86E+00,1.01E+02,9.93,11,3.75E+02,2.02,11.77,3.18E+00,1.08E+02,14.20
3823,45320-65-8,DTXSID2068474,"9-Octadecenamide, N,N'-[(methylimino)di-3,1-propanediyl]bis-, (9Z,9'Z)-",,,,,,,,2,2.58E+02,6.37,11.77,2.19E-01,7.39E+01,14.20
3824,4532-64-3,DTXSID5047089,"2,3-Butanedithiol",4,1.34E-01,5.42,7.97,4.88E-04,3.84E-02,9.93,,,,,,,
3825,4548-53-2,DTXSID2021234,FD&C Red 4,,,,,,,,10,8.31E+01,2.15,11.77,7.05E-01,2.38E+01,14.20
3826,4553-89-3,DTXSID9020324,Chocolate Brown HT,5,1.02E+02,3.85,7.97,3.72E-01,2.93E+01,9.93,7,1.06E+02,3.42,11.77,2.99E-01,3.03E+01,14.20
3827,4559-86-8,DTXSID7043902,"1,1,3,3-Tetrabutylurea",1,8.41E+00,17.22,17.22,5.50E-03,2.41E+00,20.29,,,,,,,
3828,4563-56-8,DTXSID5063526,"Zinc, bis(O,O-didodecyl phosphorodithioato-.kappa.S,.kappa.S')-, (T-4)-",,,,,,,,3,1.46E+01,5.29,11.77,1.23E-02,4.17E+00,14.20
3829,458-37-7,DTXSID8031077,Curcumin,,,,,,,,1,9.11E+01,13.94,13.94,6.90E-02,2.61E+01,16.63
3830,460-00-4,DTXSID4027153,1-Bromo-4-fluorobenzene,2,2.70E-01,8.43,8.43,2.85E-04,7.75E-02,10.45,,,,,,,
3831,460-19-5,DTXSID1023992,Cyanogen,4,2.03E+00,3.65,7.97,7.37E-03,5.81E-01,9.93,,,,,,,
3832,4602-84-0,DTXSID3032389,Farnesol,6,1.08E+02,3.62,7.97,3.94E-01,3.10E+01,9.93,5,8.96E+01,3.93,11.77,2.53E-01,2.57E+01,14.20
3833,461023-63-2,DTXSID1047316,Aplaviroc hydrochloride,10,1.91E+02,2.55,7.97,2.08E+00,5.47E+01,9.93,,,,,,,
3834,461432-25-7,DTXSID50439487,"(2R,3R,4R,5S,6S)-2-(Acetoxymethyl)-6-(4-chloro-3-(4-ethoxybenzyl)phenyl)tetrahydro-2H-pyran-3,4,5-triyl triacetate",,,,,,,,5,8.28E+01,3.89,11.77,2.34E-01,2.37E+01,14.20
3835,461-58-5,DTXSID1020354,Cyanoguanidine,2,2.10E+02,10.30,10.30,1.95E-01,6.03E+01,12.55,8,2.15E+02,3.34,11.77,6.08E-01,6.17E+01,14.20
3836,462-06-6,DTXSID4025329,Fluorobenzene,,,,,,,,3,5.16E+01,5.02,11.77,4.37E-02,1.48E+01,14.20
3837,46235-93-2,DTXSID2068478,2-(3-Oxazolidinyl)ethyl methacrylate,1,4.78E+00,17.22,17.22,3.12E-03,1.37E+00,20.29,2,2.58E+01,6.27,11.77,2.19E-02,7.39E+00,14.20
3838,462-94-2,DTXSID5075448,Cadaverine,1,1.59E+01,17.22,17.22,1.04E-02,4.56E+00,20.29,,,,,,,
3839,463-56-9,DTXSID7047221,Thiocyanic acid,1,9.90E-02,17.22,17.22,6.47E-05,2.84E-02,20.29,,,,,,,
3840,464-45-9,DTXSID3022035,[(1S)-endo]-(-)-Borneol,1,2.87E+00,17.22,17.22,1.87E-03,8.22E-01,20.29,3,1.79E+02,5.18,11.77,1.52E-01,5.12E+01,14.20
3841,464-49-3,DTXSID4024721,D-Camphor,3,3.47E+00,6.08,7.97,3.79E-03,9.95E-01,9.93,2,7.08E+01,7.71,11.77,6.01E-02,2.03E+01,14.20
3842,465-42-9,DTXSID10905012,Capsanthin,1,1.12E+03,17.22,17.22,7.35E-01,3.22E+02,20.29,,,,,,,
3843,46729-07-1,DTXSID1068481,4-tert-Butylcyclohexyl methacrylate,,,,,,,,4,3.87E+01,4.20,11.77,1.09E-01,1.11E+01,14.20
3844,46830-22-2,DTXSID9050430,"N-(2-Acryloyloxyethyl)-N-benzyl-N,N-dimethylammonium chloride",9,1.94E+02,3.67,7.97,7.06E-01,5.56E+01,9.93,2,2.58E+02,6.04,11.77,2.19E-01,7.39E+01,14.20
3845,468-44-0,DTXSID20896861,Gibberellin A4,,,,,,,,2,1.46E+02,7.30,11.77,1.24E-01,4.19E+01,14.20
3846,4684-94-0,DTXSID7040289,6-Chloro-2-picolinic acid,10,8.44E+01,2.48,7.97,9.21E-01,2.42E+01,9.93,,,,,,,
3847,4685-14-7,DTXSID3034799,Paraquat,4,2.14E-01,4.59,7.97,7.78E-04,6.13E-02,9.93,,,,,,,
3848,4695-62-9,DTXSID60858862,d-Fenchone,1,1.89E+02,17.22,17.22,1.23E-01,5.41E+01,20.29,,,,,,,
3849,4702-90-3,DTXSID80884103,"3H-Pyrazol-3-one, 4-[(1,5-dihydro-3-methyl-5-oxo-1-phenyl-4H-pyrazol-4-ylidene)methyl]-2,4-dihydro-5-methyl-2-phenyl-",,,,,,,,3,1.16E+02,4.86,11.77,9.80E-02,3.31E+01,14.20
3850,470-38-2,NODTXSID_470-38-2,Paprika extract,1,1.12E+03,17.22,17.22,7.35E-01,3.22E+02,20.29,,,,,,,
3851,4707-47-5,DTXSID9041653,"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate",,,,,,,,4,2.37E+02,4.10,11.77,6.69E-01,6.78E+01,14.20
3852,470-82-6,DTXSID4020616,"1,8-Cineol",7,5.84E+01,4.01,7.97,2.12E-01,1.67E+01,9.93,3,1.83E+02,4.92,11.77,1.56E-01,5.25E+01,14.20
3853,470-90-6,DTXSID7034250,Chlorfenvinphos,4,3.42E-01,4.73,7.97,1.24E-03,9.79E-02,9.93,,,,,,,
3854,471-01-2,DTXSID90197034,beta-Isophorone,24,9.11E+01,1.81,7.97,9.94E-01,2.61E+01,9.93,,,,,,,
3855,47107-74-4,DTXSID80963745,Copper--triphenylphosphane--hydrogen iodide (1/1/1),,,,,,,,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
3856,4712-55-4,DTXSID7041889,Diphenyl phosphite,,,,,,,,6,5.26E+00,3.88,11.77,1.49E-02,1.51E+00,14.20
3857,471-34-1,DTXSID3036238,Calcium carbonate,5,1.24E+02,5.14,7.97,4.53E-01,3.57E+01,9.93,5,2.07E+02,3.76,11.77,5.85E-01,5.93E+01,14.20
3858,4717-96-8,DTXSID10197056,Tetrahydro-4-methyl-2H-pyran,,,,,,,,3,8.01E+01,4.76,11.77,6.79E-02,2.30E+01,14.20
3859,471-80-7,DTXSID50897427,Steviol,1,1.82E+02,17.22,17.22,1.19E-01,5.21E+01,20.29,,,,,,,
3860,4719-04-4,DTXSID7025394,Triazinetriethanol,7,5.42E+00,4.07,7.97,1.97E-02,1.55E+00,9.93,6,8.34E+01,3.56,11.77,2.36E-01,2.39E+01,14.20
3861,4724-48-5,DTXSID3044679,Octylphosphonic acid,5,1.95E+00,5.22,7.97,7.09E-03,5.59E-01,9.93,8,1.00E+01,3.21,11.77,2.84E-02,2.88E+00,14.20
3862,472-61-7,DTXSID00893777,"3,3'-Dihydroxy-beta-carotene-4,4'-dione",2,2.80E+00,5.85,7.97,3.05E-03,8.01E-01,9.93,,,,,,,
3863,4732-13-2,DTXSID9063584,"Benzene, 2-ethoxy-1-methyl-4-(1-methylethyl)-",1,4.21E+00,17.22,17.22,2.75E-03,1.20E+00,20.29,,,,,,,
3864,473289-62-2,DTXSID7047356,Ilepatril,14,2.64E+01,2.42,7.97,2.89E-01,7.58E+00,9.93,16,2.79E+00,2.56,11.77,2.36E-02,7.98E-01,14.20
3865,473798-59-3,DTXSID2074742,Fenpyrazamine,4,7.66E+00,4.91,7.97,2.79E-02,2.20E+00,9.93,4,9.24E+00,4.44,11.77,2.61E-02,2.65E+00,14.20
3866,473921-12-9,DTXSID0057881,Lersivirine,38,1.38E+01,1.77,7.97,1.51E-01,3.96E+00,9.93,12,8.84E+01,2.11,11.77,7.49E-01,2.53E+01,14.20
3867,474-25-9,DTXSID2020260,Chenodeoxycholic acid,,,,,,,,2,4.36E+01,8.93,11.77,3.70E-02,1.25E+01,14.20
3868,474510-57-1,DTXSID40621591,"1,1'-[Methylenedi(4,1-phenylene)]bis(2-hydroxy-2-methylpropan-1-one)",2,9.36E-01,11.78,11.78,7.93E-04,2.68E-01,14.22,6,1.12E+01,3.79,11.77,3.15E-02,3.20E+00,14.20
3869,4747-21-1,NODTXSID_4747-21-1,N-methylpropan-2-amine,1,5.73E+01,17.22,17.22,3.75E-02,1.64E+01,20.29,,,,,,,
3870,4759-48-2,DTXSID4023177,13-cis Retinoic acid,2,4.41E+00,9.71,9.71,4.25E-03,1.26E+00,11.89,,,,,,,
3871,4767-03-7,DTXSID4027577,3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid,3,1.91E+02,6.15,7.97,2.09E-01,5.48E+01,9.93,3,8.30E+01,5.08,11.77,7.04E-02,2.38E+01,14.20
3872,477218-42-1,DTXSID90889184,"Cyclopropanecarboxylic acid, 2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-methylpropyl ester",,,,,,,,2,7.73E+00,6.80,11.77,6.56E-03,2.22E+00,14.20
3873,478149-53-0,DTXSID6047284,PHA-00543613,,,,,,,,6,2.35E+01,3.77,11.77,6.65E-02,6.73E+00,14.20
3874,478263-98-8,DTXSID5047372,AVE3295,8,1.70E+01,4.56,7.97,6.18E-02,4.87E+00,9.93,4,1.93E+02,4.42,11.77,5.46E-01,5.53E+01,14.20
3875,479-00-5,DTXSID90893241,Ergometrinine,1,1.55E-01,17.22,17.22,1.01E-04,4.43E-02,20.29,,,,,,,
3876,479-27-6,DTXSID6044432,"1,8-Naphthalenediamine",1,1.43E+01,17.22,17.22,9.37E-03,4.11E+00,20.29,1,7.73E+01,13.94,13.94,5.85E-02,2.22E+01,16.63
3877,479-45-8,DTXSID7047770,Trinitrophenylmethylnitramine,9,1.56E+00,3.41,7.97,5.68E-03,4.47E-01,9.93,,,,,,,
3878,480-16-0,DTXSID1022398,Morin,2,6.24E+01,7.87,7.97,6.81E-02,1.79E+01,9.93,,,,,,,
3879,480-18-2,DTXSID8022450,(+)-Taxifolin,1,2.87E+02,17.22,17.22,1.87E-01,8.22E+01,20.29,,,,,,,
3880,48076-38-6,DTXSID0068494,"2-Propenoic acid, eicosyl ester",2,1.85E+01,8.74,8.74,1.90E-02,5.29E+00,10.80,8,1.96E+02,3.41,11.77,5.54E-01,5.61E+01,14.20
3881,4813-57-4,DTXSID9063613,Stearyl acrylate,2,1.85E+01,8.83,8.83,1.89E-02,5.29E+00,10.90,8,2.58E+02,3.49,11.77,7.29E-01,7.39E+01,14.20
3882,48145-04-6,DTXSID4040715,2-Phenoxyethyl acrylate,6,7.60E+01,4.14,7.97,2.76E-01,2.18E+01,9.93,10,1.23E+02,2.21,11.77,1.05E+00,3.54E+01,14.20
3883,4826-71-5,NODTXSID_4826-71-5,unnamed [4826-71-5],2,6.76E+01,8.63,8.63,7.02E-02,1.94E+01,10.67,6,8.75E+01,3.60,11.77,2.47E-01,2.51E+01,14.20
3884,482-89-3,DTXSID3026279,Indigo dye,3,2.72E+02,5.98,7.97,2.97E-01,7.79E+01,9.93,9,1.53E+02,3.21,11.77,4.33E-01,4.39E+01,14.20
3885,4851-50-7,DTXSID3063623,"9,10-Anthracenedione, 1,4-bis[[4-(1,1-dimethylethyl)phenyl]amino]-5,8-dihydroxy-",,,,,,,,5,2.07E+02,3.88,11.77,5.85E-01,5.93E+01,14.20
3886,4861-19-2,DTXSID3063627,Urea phosphate (1:1),1,2.87E+02,17.22,17.22,1.87E-01,8.22E+01,20.29,1,3.87E+02,13.94,13.94,2.93E-01,1.11E+02,16.63
3887,4861-58-9,DTXSID8063628,"Thiophene, 2-pentyl-",5,1.23E+00,4.66,7.97,4.48E-03,3.53E-01,9.93,,,,,,,
3888,487-68-3,DTXSID5052125,"2,4,6-Trimethylbenzaldehyde",1,3.06E+00,17.22,17.22,2.00E-03,8.76E-01,20.29,2,1.03E+01,11.35,11.77,8.75E-03,2.95E+00,14.20
3889,490-23-3,DTXSID50883401,"2H-1-Benzopyran-6-ol, 3,4-dihydro-2,5,8-trimethyl-2-[(3E,7E)-4,8,12-trimethyl-3,7,11-tridecatrien-1-yl]-, (2R)-",2,2.64E+01,9.33,9.33,2.61E-02,7.57E+00,11.46,,,,,,,
3890,4904-61-4,DTXSID8027581,"1,5,9-Cyclododecatriene",6,6.42E+00,4.45,7.97,2.34E-02,1.84E+00,9.93,20,2.23E+01,1.73,11.77,1.89E-01,6.39E+00,14.20
3891,491-36-1,DTXSID8049412,4(3H)?-?Quinazolinone,,,,,,,,2,2.58E+01,6.23,11.77,2.19E-02,7.39E+00,14.20
3892,4926-55-0,DTXSID0063650,"Ethanol, 2-[(2-nitrophenyl)amino]-",1,9.56E+00,17.22,17.22,6.25E-03,2.74E+00,20.29,4,1.29E+02,4.19,11.77,3.64E-01,3.69E+01,14.20
3893,4940-11-8,DTXSID5041516,2-Ethyl-3-hydroxy-4H-pyran-4-one,2,1.13E+02,8.71,8.71,1.16E-01,3.23E+01,10.77,5,7.65E+01,3.83,11.77,2.16E-01,2.19E+01,14.20
3894,4948-15-6,DTXSID4052130,C.I. Pigment Red 149,3,1.38E+02,6.93,7.97,1.51E-01,3.97E+01,9.93,7,2.58E+02,3.41,11.77,7.29E-01,7.39E+01,14.20
3895,49553-76-6,DTXSID5041566,Diglyceryl monooleate,5,1.75E+02,4.84,7.97,6.37E-01,5.02E+01,9.93,4,2.58E+02,4.58,11.77,7.29E-01,7.39E+01,14.20
3896,49562-28-9,DTXSID2029874,Fenofibrate,,,,,,,,2,4.90E+01,6.94,11.77,4.16E-02,1.40E+01,14.20
3897,496-46-8,DTXSID6031380,Glycoluril,,,,,,,,8,1.25E+02,3.30,11.77,3.53E-01,3.57E+01,14.20
3898,49663-84-5,DTXSID30197957,Pentazinc chromate octahydroxide,2,4.54E+00,9.98,9.98,4.30E-03,1.30E+00,12.19,7,2.67E+00,3.80,11.77,7.54E-03,7.64E-01,14.20
3899,497-18-7,DTXSID5038757,Carbonic dihydrazide,,,,,,,,16,3.93E+01,1.80,11.77,3.33E-01,1.13E+01,14.20
3900,497-19-8,DTXSID1029621,Sodium carbonate,,,,,,,,7,6.37E+01,3.51,11.77,1.80E-01,1.83E+01,14.20
3901,497-30-3,NODTXSID_497-30-3,L-Ergothioneine,,,,,,,,1,1.87E+02,13.94,13.94,1.41E-01,5.36E+01,16.63
3902,4979-32-2,DTXSID3027584,"N,N-Dicyclohexyl-2-benzothiazolesulfenamide",13,1.68E+01,2.44,7.97,1.83E-01,4.81E+00,9.93,19,3.61E+01,1.82,11.77,3.06E-01,1.03E+01,14.20
